label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,enum_limit_reached,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size, max query size,done checks,spared checks,paths,conditions,forks,unresolved_fork,resolved_forks,discarded,min_transient_dj,dba_instructions,x86instructions,addresses,merged,refused,aborted,wall time,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt,transient_paths_pht,transient_paths_stl,pht_status,pht_dynamic,stl_status,max_spec_depth,violations,max_depth_reached,max_paths_reached,syscalls,solver_timeout_reached,enum_limit_reached,timeout_reached,interrupted,out_of_memory,exit_code,
donna_O3_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,1778982,627,626,54398,626,53772,53772,0,15396565,2581627,4444,0,0,0,432.477147,0,0,inf,relational,1,row-map,boolector,0,626,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_Of_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,1778982,627,626,54398,626,53772,53772,0,15396565,2581627,4444,0,0,0,430.490433,0,0,inf,relational,1,row-map,boolector,0,626,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O0_main,1,1,1,1,0,0,1,0.016286,0,0,0,0,0.000000,0,5271,0,5271,1839.081039,0,5271,0,5271,1839.081039,0,0.000000,0,0.000000,0,1,5271,0,5272,1839.097326,6209.623672,6233,5274,5615986,4697281,1,1,0,0,0,0,79989741,24948147,204,0,0,0,3600.003964,0,0,inf,relational,1,row-map,boolector,0,4697281,4697526,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_O1_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,7996557,3895659,44,44,0,0,43,0,163337932,31779691,48,0,0,0,3600.003116,0,0,inf,relational,1,row-map,boolector,0,3895659,3896277,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_O2_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,15932969,1663321,875462,875462,0,0,875461,0,144009267,30158799,48,0,0,0,3600.003363,0,0,inf,relational,1,row-map,boolector,0,1663321,1663896,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_O3_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,13572173,728191,0,49,0,0,41,0,203270052,36112986,202,0,0,0,3600.003267,0,0,inf,relational,1,row-map,boolector,0,728191,728322,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_Of_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,13679031,733923,0,49,0,0,41,0,204870440,36397314,202,0,0,0,3600.003527,0,0,inf,relational,1,row-map,boolector,0,733923,734055,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_O0_main,1,1,1,628,50,0,678,1251.728523,2,59,0,61,2.284979,14,754,0,768,69.394813,16,813,0,829,71.679792,0,0.000000,0,0.000000,0,644,863,0,1507,1323.408315,511007.962840,1057741,1294,13287,1,56,6555,0,0,5674,0,98638,14921,817,0,0,0,3600.003556,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,15,0,0,0,0,0,1,0,0,Insecure
donna_O1_main,1,1,1,0,0,0,0,0.000000,0,26,0,26,2.151095,6,141,0,147,14.089502,6,167,0,173,16.240597,0,0.000000,0,0.000000,0,6,167,0,173,16.240597,2502868.479769,5118161,594,15616,1,172,685,0,0,169,0,99286,18046,3421,0,0,0,3600.003117,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,1,0,0,Insecure
donna_O2_main,1,1,1,21,18,0,39,2.068491,0,56,0,56,3.961792,6,102,0,108,14.584150,6,158,0,164,18.545942,0,0.000000,0,0.000000,0,27,176,0,203,20.614433,2776254.123153,5663671,805,9938,1,248,803,0,0,237,0,73304,12101,1734,0,0,0,3600.003065,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,1,0,0,Insecure
donna_O3_main,1,1,1,1,1,0,2,0.151118,0,32,0,32,1.880311,24,216,0,240,27.949235,24,248,0,272,29.829546,0,0.000000,0,0.000000,0,25,249,0,274,29.980664,1807344.193431,4124755,836,7764,1,1,460,0,0,18,0,66050,11011,3118,0,0,0,3600.003940,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,23,0,0,0,0,0,1,0,0,Insecure
donna_Of_main,1,1,1,1,1,0,2,0.189370,0,29,0,29,1.700480,24,209,0,233,39.758622,24,238,0,262,41.459102,0,0.000000,0,0.000000,0,25,239,0,264,41.648472,1722399.636364,3868196,773,7347,1,1,460,0,0,18,0,61546,10278,3118,0,0,0,3600.003316,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,23,0,0,0,0,0,1,0,0,Insecure
